신청날짜,사업장,품목코드,품목,수량,단가,금액
2019-11-13,천안,MF1-901,붓,9,3000 ,27000 
2019-10-01,천안,MF7-863,BEARING,20,75000 ,1500000 
2019-10-09,천안,MF5-492,RELAY SWITCH,32,13000 ,416000 
2019-05-14,천안,MF6-810,BOLT,31,3000 ,93000 
2019-11-22,천안,MF8-340,NUT,18,15000 ,270000 
2019-04-21,천안,MF3-851,청소용구A,30,13000 ,390000 
2019-04-24,천안,MF1-141,COUNTER DRILL,4,170000 ,680000 
2019-02-08,천안,MF3-218,BUTTOM DIE,34,42000 ,1428000 
2019-01-28,천안,MF1-491,안전장비C,15,30000 ,450000 
2019-07-23,천안,MF5-043,ONE-TOUCH FITTING,50,59000 ,2950000 
2019-12-06,천안,MF1-013,기체질소,11,6800 ,74800 
2019-06-19,천안,MF6-399,전산용품,44,55000 ,2420000 
2019-02-13,천안,MF9-116,안전장비A,14,76800 ,1075200 
2019-01-14,천안,MF2-143,안전장비C,46,30000 ,1380000 
2019-03-01,천안,MF9-334,화장지,30,4700 ,141000 
2019-05-19,천안,MF7-307,니쁠,33,5000 ,165000 
2019-07-10,천안,MF1-616,PAPER,44,39000 ,1716000 
2019-06-04,천안,MF5-188,DIAL GAUGE,38,130000 ,4940000 
2019-03-12,천안,MF9-263,청소용구A,12,13000 ,156000 
2019-10-16,천안,MF8-211,의료품,15,2500000 ,37500000 
2019-02-22,천안,MF5-654,O-RING,20,46000 ,920000 
2019-05-15,천안,MF1-839,청소용구D,10,41000 ,410000 
2019-11-26,천안,MF6-940,PIPE PACKING PARTS,7,2300000 ,16100000 
2019-06-17,천안,MF3-877,GUIDE BUSHING,6,25000 ,150000 
2019-06-05,천안,MF8-831,RECEPTACLE,20,10000 ,200000 
2019-03-10,천안,MF7-077,가공유,22,500000 ,11000000 
2019-01-04,천안,MF7-777,S45C(봉),6,45000 ,270000 
2019-01-30,천안,MF8-090,작업복,17,1300000 ,22100000 
2019-09-29,천안,MF4-688,END MILL,42,170000 ,7140000 
2019-11-03,천안,MF2-257,액체질소,38,2000 ,76000 
2019-08-08,천안,MF5-215,경유,39,80000 ,3120000 
2019-03-07,천안,MF7-721,파일/바인더류,37,2500 ,92500 
2019-10-04,천안,MF1-098,COUNTER DRILL,23,170000 ,3910000 
2019-02-15,천안,MF9-862,백관,19,56000 ,1064000 
2019-08-20,천안,MF4-253,S45C(판재),42,200000 ,8400000 
2019-02-23,천안,MF5-559,전산용품,37,55000 ,2035000 
2019-12-01,천안,MF5-040,전산용품,19,55000 ,1045000 
2019-09-30,천안,MF2-913,COUNTER DRILL,32,170000 ,5440000 
2019-10-19,천안,MF7-160,드라이바,40,8000 ,320000 
2019-11-11,천안,MF6-413,면장갑(10set),13,8000 ,104000 
2019-01-21,천안,MF5-867,니쁠,24,5000 ,120000 
2019-12-29,천안,MF4-282,COUNTER DRILL,25,170000 ,4250000 
2019-02-26,천안,MF9-889,AIR CYLIDER 부품,6,45000 ,270000 
2019-10-30,천안,MF1-804,청소용구A,13,13000 ,169000 
2019-11-06,천안,MF7-347,GUIDE POST,20,340000 ,6800000 
2019-07-24,천안,MF3-675,HISS PIN,4,97000 ,388000 
2019-10-04,천안,MF9-342,줄자,38,5000 ,190000 
2019-03-18,천안,MF1-676,줄자,27,5000 ,135000 
2019-12-26,천안,MF9-209,MAGNET SWITCH,14,890000 ,12460000 
2019-04-21,천안,MF5-049,안전장비,9,290000 ,2610000 
2019-07-11,천안,MF2-605,강관조관유,5,330000 ,1650000 
2019-04-08,천안,MF3-617,철물,24,7000 ,168000 
2019-04-08,천안,MF7-845,용접장갑,20,38000 ,760000 
2019-03-14,천안,MF9-441,필기구류,2,1500 ,3000 
2019-04-27,천안,MF1-568,안전장비A,44,76800 ,3379200 
2019-12-28,천안,MF9-527,안전장비B,28,25000 ,700000 
2019-08-17,천안,MF9-194,RELAY SWITCH,35,13000 ,455000 
2019-09-19,천안,MF2-962,GUIDE BUSHING,16,25000 ,400000 
2019-02-11,천안,MF4-110,수용성세척액,42,30000 ,1260000 
2019-02-27,천안,MF6-208,OPP TAPE,18,26000 ,468000 
2019-01-04,천안,MF5-414,청소용구B,2,22000 ,44000 
2019-02-05,천안,MF8-825,INSERT TIP,25,30000 ,750000 
2019-07-11,천안,MF1-448,브레이크액,48,50000 ,2400000 
2019-06-14,천안,MF8-661,안전장비E,50,50000 ,2500000 
2019-01-21,천안,MF6-057,S45C(봉),24,45000 ,1080000 
2019-04-17,천안,MF9-636,일반사무용품류,40,2100 ,84000 
2019-01-28,천안,MF5-383,경유,2,80000 ,160000 
2019-01-19,천안,MF7-765,AIR COUPLER,34,30000 ,1020000 
2019-05-04,천안,MF2-058,GAUGE,17,15000 ,255000 
2019-04-21,천안,MF6-588,면장갑(10set),33,8000 ,264000 
2019-01-27,천안,MF2-457,브레이크액,20,50000 ,1000000 
2019-01-08,천안,MF2-901,COUNTER DRILL,10,170000 ,1700000 
2019-12-26,천안,MF3-989,배관자재,19,3000 ,57000 
2019-02-11,천안,MF9-589,BOLT,4,3000 ,12000 
2019-04-14,천안,MF9-920,FUSE,17,2000 ,34000 
2019-02-18,천안,MF1-771,종이컵,13,6000 ,78000 
2019-09-01,천안,MF8-213,FUSE,11,2000 ,22000 
2019-02-03,천안,MF2-639,강관조관유,46,330000 ,15180000 
2019-09-04,천안,MF4-339,PAPER,33,39000 ,1287000 
2019-10-18,천안,MF4-954,Chain,10,34000 ,340000 
2019-04-05,천안,MF2-124,GUIDE PIN,46,35000 ,1610000 
2019-11-17,천안,MF1-255,경유,18,80000 ,1440000 
2019-05-07,천안,MF4-894,안전장비E,44,50000 ,2200000 
2019-02-26,천안,MF2-348,BEARING,23,75000 ,1725000 
2019-02-23,천안,MF7-964,ONE-TOUCH FITTING,29,59000 ,1711000 
2019-08-10,천안,MF9-094,청소용구B,28,22000 ,616000 
2019-06-05,천안,MF1-743,스치로폴,25,30000 ,750000 
2019-02-08,천안,MF7-570,붕산,16,7000 ,112000 
2019-05-19,천안,MF1-525,비닐,15,15500 ,232500 
2019-11-03,천안,MF8-132,PAPER,40,39000 ,1560000 
2019-12-08,천안,MF8-903,CABLE TIE,44,10000 ,440000 
2019-07-26,천안,MF3-318,PHOTO SENSOR,8,600000 ,4800000 
2019-03-22,천안,MF6-632,청소용구D,23,41000 ,943000 
2019-06-18,천안,MF1-748,PHOTO SENSOR,20,600000 ,12000000 
2019-05-09,천안,MF8-490,니쁠,15,5000 ,75000 
2019-10-11,천안,MF1-654,Pipe,12,530000 ,6360000 
2019-06-12,천안,MF8-665,S45C(봉),41,45000 ,1845000 
2019-08-15,천안,MF5-210,OPP TAPE,18,26000 ,468000 
2019-09-13,천안,MF7-829,COIL SPRING,11,200000 ,2200000 
2019-11-20,천안,MF8-734,커터기,42,7000 ,294000 
2019-12-03,천안,MF7-725,비닐,48,15500 ,744000 
2019-02-15,천안,MF1-908,BUTTOM DIE,29,42000 ,1218000 
2019-11-09,천안,MF1-968,안전장비D,17,21000 ,357000 
2019-02-16,천안,MF6-339,HYDRAULIC HOSE,14,27000 ,378000 
2019-12-05,천안,MF5-978,BRACKER SWITCH,49,10000 ,490000 
2019-01-24,천안,MF3-666,종이컵,10,6000 ,60000 
2019-01-17,천안,MF9-354,전선(동력선),6,9500 ,57000 
2019-10-05,천안,MF6-042,니쁠,44,5000 ,220000 
2019-08-05,천안,MF5-736,붕산,49,7000 ,343000 
2019-10-22,천안,MF9-036,수용성세척액,9,30000 ,270000 
2019-08-20,천안,MF3-997,MOLD SPRING,6,30000 ,180000 
2019-11-17,천안,MF4-916,강관방청유(내측),29,540000 ,15660000 
2019-12-14,천안,MF7-535,COIL SPRING,31,200000 ,6200000 
2019-08-16,천안,MF9-354,파일/바인더류,24,2500 ,60000 
2019-05-30,천안,MF6-365,파일/바인더류,3,2500 ,7500 
2019-12-10,천안,MF8-790,DRAWING OIL,6,67000 ,402000 
2019-08-10,천안,MF1-209,PHOTO SENSOR,38,600000 ,22800000 
2019-11-13,천안,MF5-635,의료품,35,2500000 ,87500000 
2019-01-10,천안,MF3-898,GUIDE PIN,11,35000 ,385000 
2019-12-03,천안,MF9-512,안전장비C,37,30000 ,1110000 
2019-04-19,천안,MF9-045,안전장비D,21,21000 ,441000 
2019-01-28,천안,MF4-157,LIGHING LAMP,42,33000 ,1386000 
2019-11-23,천안,MF3-830,RELAY SWITCH,33,13000 ,429000 
2019-10-28,천안,MF1-137,안전장비A,42,76800 ,3225600 
2019-06-02,천안,MF7-036,COUNTER DRILL,20,170000 ,3400000 
2019-09-29,천안,MF8-693,BEARING,43,75000 ,3225000 
2019-10-26,천안,MF3-893,면장갑(10set),27,8000 ,216000 
2019-08-19,천안,MF7-419,건전지,18,2400 ,43200 
2019-12-26,천안,MF3-302,PLASMA W/D PARTS,32,5000 ,160000 
2019-09-23,천안,MF2-364,INSERT TIP,2,30000 ,60000 
2019-11-04,천안,MF6-807,ONE-TOUCH FITTING,10,59000 ,590000 
2019-06-05,천안,MF2-857,S45C(판재),33,200000 ,6600000 
2019-07-12,천안,MF7-361,안전장비A,6,76800 ,460800 
2019-11-19,천안,MF4-857,와샤,22,60000 ,1320000 
2019-02-26,천안,MF1-000,C2H2(아세틸렌),21,14000 ,294000 
2019-06-28,천안,MF2-962,강관조관유,30,330000 ,9900000 
2019-04-21,천안,MF2-156,배관자재,22,3000 ,66000 
2019-11-02,천안,MF9-290,LPG가스,13,210000 ,2730000 
2019-01-17,천안,MF2-290,AIR MODULAR UNIT,44,78000 ,3432000 
2019-06-10,천안,MF3-271,AIR BOX,8,220000 ,1760000 
2019-07-19,천안,MF3-539,HOOK,31,170000 ,5270000 
2019-01-19,천안,MF1-893,HYDRAULIC HOSE,29,27000 ,783000 
2019-05-01,천안,MF2-428,전선(동력선),33,9500 ,313500 
2019-08-22,천안,MF2-029,AIR CYLIDER 부품,6,45000 ,270000 
2019-06-06,천안,MF3-650,NUT,4,15000 ,60000 
2019-08-30,천안,MF4-193,S45C(봉),29,45000 ,1305000 
2019-04-08,천안,MF1-485,ANGLE,4,32000 ,128000 
2019-01-15,천안,MF3-479,ONE-TOUCH FITTING,23,59000 ,1357000 
2019-06-03,천안,MF4-066,철직자,5,1000 ,5000 
2019-01-16,천안,MF5-162,액체알곤,21,9000 ,189000 
2019-12-16,천안,MF5-768,PACKING PARTS,32,260000 ,8320000 
2019-10-26,천안,MF2-460,실리콘,43,150000 ,6450000 
2019-08-12,천안,MF6-459,면장갑,40,800 ,32000 
2019-03-27,천안,MF1-716,전선(동력선),39,9500 ,370500 
2019-06-21,천안,MF7-709,강관조관유,29,330000 ,9570000 
2019-06-29,천안,MF4-355,DRILL,34,15000 ,510000 
2019-11-14,천안,MF3-037,Pipe,26,530000 ,13780000 
2019-02-02,천안,MF8-800,COUNTER DRILL,16,170000 ,2720000 
2019-03-28,천안,MF4-857,LOCATION PIN,10,790000 ,7900000 
2019-08-07,천안,MF3-995,END MILL,30,170000 ,5100000 
2019-12-17,천안,MF5-745,드라이바,23,8000 ,184000 
2019-10-09,천안,MF5-297,PLASTIC BOX,14,20000 ,280000 
2019-01-06,천안,MF3-421,청소용구B,41,22000 ,902000 
2019-09-25,천안,MF4-425,BRACKER SWITCH,30,10000 ,300000 
2019-04-16,천안,MF4-097,에어건,40,20000 ,800000 
2019-09-10,천안,MF7-763,GUIDE POST,25,340000 ,8500000 
2019-01-30,천안,MF6-268,면장갑,44,800 ,35200 
2019-08-08,천안,MF6-469,BUTTOM DIE,47,42000 ,1974000 
2019-11-28,천안,MF1-100,FLEXIBLE(전선관),32,57000 ,1824000 
2019-11-15,천안,MF6-445,BOLT,21,3000 ,63000 
2019-11-30,천안,MF3-603,종이컵,17,6000 ,102000 
2019-05-28,천안,MF7-273,END MILL,36,170000 ,6120000 
2019-10-19,천안,MF8-380,배관자재,39,3000 ,117000 
2019-09-17,천안,MF7-762,PILOT PUNCH,8,380000 ,3040000 
2019-01-23,천안,MF8-483,강관방청유(내측),42,540000 ,22680000 
2019-08-22,천안,MF8-636,HISS PIN,38,97000 ,3686000 
2019-04-07,천안,MF9-937,목재,15,6700 ,100500 
2019-02-09,천안,MF3-620,ONE-TOUCH FITTING,24,59000 ,1416000 
2019-03-03,천안,MF3-709,LOCATION PIN,42,790000 ,33180000 
2019-10-18,천안,MF1-071,비닐,50,15500 ,775000 
2019-11-19,천안,MF4-704,PUSH BUTTON S/W,46,15000 ,690000 
2019-10-17,천안,MF7-342,BUTTOM DIE,24,42000 ,1008000 
2019-04-28,천안,MF4-067,BITE,19,86000 ,1634000 
2019-10-26,천안,MF9-222,LIMIT SWITCH,17,74000 ,1258000 
2019-07-15,천안,MF8-632,작업복,18,1300000 ,23400000 
2019-02-06,천안,MF2-342,DIAL GAUGE,44,130000 ,5720000 
2019-01-30,천안,MF8-002,LM BEARING,43,24000 ,1032000 
2019-01-07,성남,MF9-115,COUNTER DRILL,22,170000 ,3740000 
2019-10-26,성남,MF4-689,와샤,39,60000 ,2340000 
2019-08-23,성남,MF3-261,C2H2(아세틸렌),15,14000 ,210000 
2019-09-30,성남,MF3-043,황사마스크,47,8000 ,376000 
2019-03-24,성남,MF5-840,GUIDE PIN,17,35000 ,595000 
2019-07-05,성남,MF9-464,O-RING,33,46000 ,1518000 
2019-12-10,성남,MF5-415,HOOK,39,170000 ,6630000 
2019-10-20,성남,MF8-135,HOLE CUTTER,45,15000 ,675000 
2019-03-13,성남,MF4-298,P/Z O-RING,39,38000 ,1482000 
2019-06-11,성남,MF7-329,HYDRAULIC HOSE,36,27000 ,972000 
2019-05-20,성남,MF6-303,BALL RETAINERS,42,34000 ,1428000 
2019-10-21,성남,MF8-448,ELECTRIC TOOL,23,16000 ,368000 
2019-08-29,성남,MF7-559,LPG가스,16,210000 ,3360000 
2019-02-10,성남,MF9-476,인쇄물,39,4700 ,183300 
2019-04-04,성남,MF5-167,일반마스크,22,6000 ,132000 
2019-03-02,성남,MF3-885,PAPER BRSH,44,40000 ,1760000 
2019-11-09,성남,MF8-344,DRAWING OIL,4,67000 ,268000 
2019-09-01,성남,MF1-060,O-RING,48,46000 ,2208000 
2019-03-06,성남,MF7-831,PAINT,27,77000 ,2079000 
2019-09-04,성남,MF4-742,백관,35,56000 ,1960000 
2019-01-25,성남,MF4-339,백관,29,56000 ,1624000 
2019-07-14,성남,MF5-830,BRUSH,26,3000 ,78000 
2019-04-14,성남,MF2-631,DIAL GAUGE,26,130000 ,3380000 
2019-05-13,성남,MF9-175,청소용구C,45,35000 ,1575000 
2019-08-24,성남,MF7-672,GAUGE,29,15000 ,435000 
2019-02-02,성남,MF8-496,안전장비A,43,76800 ,3302400 
2019-12-27,성남,MF1-924,INSERT TIP,37,30000 ,1110000 
2019-10-03,성남,MF5-923,일반사무용품류,1,2100 ,2100 
2019-04-10,성남,MF1-170,철사,16,20000 ,320000 
2019-04-17,성남,MF9-592,스치로폴,14,30000 ,420000 
2019-01-13,성남,MF3-959,PAPER BRSH,19,40000 ,760000 
2019-12-25,성남,MF1-247,방진마스크,22,7000 ,154000 
2019-11-18,성남,MF1-528,방진마스크,18,7000 ,126000 
2019-07-28,성남,MF5-585,줄자,18,5000 ,90000 
2019-06-06,성남,MF4-109,BALL VALVE,14,25000 ,350000 
2019-01-01,성남,MF8-472,BRUSH,8,3000 ,24000 
2019-11-19,성남,MF6-588,PRESS 타발유,10,5700000 ,57000000 
2019-09-16,성남,MF1-998,AIR BOX,14,220000 ,3080000 
2019-12-12,성남,MF8-382,파일/바인더류,38,2500 ,95000 
2019-06-07,성남,MF6-050,MOTOR,36,30000 ,1080000 
2019-02-22,성남,MF7-289,액체알곤,43,9000 ,387000 
2019-09-28,성남,MF2-424,필기구류,33,1500 ,49500 
2019-08-20,성남,MF2-253,FUSE,14,2000 ,28000 
2019-06-03,성남,MF9-752,액체질소,4,2000 ,8000 
2019-12-17,성남,MF2-563,LINE TAPE,7,30000 ,210000 
2019-05-29,성남,MF5-906,FUSE,14,2000 ,28000 
2019-08-16,성남,MF3-736,BRUSH,39,3000 ,117000 
2019-11-04,성남,MF3-415,Pipe,21,530000 ,11130000 
2019-11-30,성남,MF5-847,PILOT PUNCH,33,380000 ,12540000 
2019-08-02,성남,MF7-332,경유,8,80000 ,640000 
2019-08-03,성남,MF2-687,GUIDE BUSHING,32,25000 ,800000 
2019-01-10,성남,MF6-756,스폰지,30,55000 ,1650000 
2019-09-28,성남,MF5-404,AIR CYLINDER,42,56000 ,2352000 
2019-02-13,성남,MF4-018,POWER SUPPLY,22,60000 ,1320000 
2019-12-07,성남,MF1-039,수용성세척액,10,30000 ,300000 
2019-12-13,성남,MF5-781,배관자재,49,3000 ,147000 
2019-06-25,성남,MF7-859,작업복B,13,33000 ,429000 
2019-09-14,성남,MF6-396,액체질소,48,2000 ,96000 
2019-05-21,성남,MF9-011,GRIND STONE,2,240000 ,480000 
2019-04-05,성남,MF7-879,PLUG,23,3000 ,69000 
2019-09-07,성남,MF2-795,ELECTRIC TOOL,21,16000 ,336000 
2019-03-11,성남,MF6-475,HYDRAULIC HOSE,31,27000 ,837000 
2019-11-16,성남,MF2-581,철사,6,20000 ,120000 
2019-11-29,성남,MF1-030,실리콘,28,150000 ,4200000 
2019-07-20,성남,MF9-983,작업용장갑,5,4000 ,20000 
2019-03-06,성남,MF6-543,니쁠,37,5000 ,185000 
2019-09-10,성남,MF6-754,청소용구B,49,22000 ,1078000 
2019-06-07,성남,MF7-713,PLASMA W/D PARTS,4,5000 ,20000 
2019-07-06,성남,MF6-742,DRAWING OIL,45,67000 ,3015000 
2019-08-10,성남,MF2-531,AIR BOX,33,220000 ,7260000 
2019-11-29,성남,MF1-723,강관방청유(외측),46,860000 ,39560000 
2019-01-02,성남,MF2-638,안전장비C,38,30000 ,1140000 
2019-01-04,성남,MF3-892,일반사무용품류,22,2100 ,46200 
2019-08-27,성남,MF1-398,HYDRAULIC HOSE,42,27000 ,1134000 
2019-05-22,성남,MF7-800,CABLE TIE,49,10000 ,490000 
2019-04-14,성남,MF3-596,BOLT,45,3000 ,135000 
2019-11-26,성남,MF5-047,와샤,6,60000 ,360000 
2019-12-03,성남,MF8-584,수용성세척액,48,30000 ,1440000 
2019-08-30,성남,MF1-298,전산용품,29,55000 ,1595000 
2019-06-14,성남,MF1-463,HISS PIN,34,97000 ,3298000 
2019-06-15,성남,MF5-842,니쁠,24,5000 ,120000 
2019-06-20,성남,MF7-027,붕산,22,7000 ,154000 
2019-10-03,성남,MF1-708,DOWEL PIN,39,430000 ,16770000 
2019-09-11,성남,MF7-337,S45C(판재),9,200000 ,1800000 
2019-06-07,성남,MF5-495,청소용구E,12,52000 ,624000 
2019-04-02,성남,MF2-338,면장갑(10set),5,8000 ,40000 
2019-02-23,성남,MF9-500,오일주입기,1,33000 ,33000 
2019-12-23,성남,MF7-725,DOWEL PIN,48,430000 ,20640000 
2019-12-22,성남,MF8-798,황사마스크,48,8000 ,384000 
2019-12-18,성남,MF1-830,안전장비,34,290000 ,9860000 
2019-05-30,성남,MF4-869,탄화수소세척액,46,33000 ,1518000 
2019-02-09,성남,MF6-406,의료품,35,2500000 ,87500000 
2019-05-30,성남,MF4-943,PLASMA W/D PARTS,1,5000 ,5000 
2019-03-29,성남,MF5-802,작업복A,36,45000 ,1620000 
2019-12-02,성남,MF4-564,철사,43,20000 ,860000 
2019-02-18,성남,MF9-119,HYDRAULIC HOSE,10,27000 ,270000 
2019-03-18,성남,MF7-507,Chain,18,34000 ,612000 
2019-06-12,성남,MF4-647,안전장비C,34,30000 ,1020000 
2019-07-11,성남,MF1-688,AIR CYLIDER 부품,3,45000 ,135000 
2019-12-27,성남,MF6-764,기체질소,41,6800 ,278800 
2019-10-01,성남,MF9-280,MOTOR,30,30000 ,900000 
2019-05-05,성남,MF5-118,작업복B,22,33000 ,726000 
2019-01-22,성남,MF4-438,PAPER,32,39000 ,1248000 
2019-03-12,성남,MF9-588,LIMIT SWITCH,32,74000 ,2368000 
2019-11-02,성남,MF5-636,OPP TAPE,1,26000 ,26000 
2019-07-29,성남,MF4-903,전산용품,30,55000 ,1650000 
2019-01-17,성남,MF5-033,DIAL GAUGE,15,130000 ,1950000 
2019-09-16,성남,MF6-925,배관자재,2,3000 ,6000 
2019-04-08,성남,MF1-835,붕산,33,7000 ,231000 
2019-09-15,성남,MF5-257,화장지,48,4700 ,225600 
2019-09-06,성남,MF9-187,PILOT PUNCH,19,380000 ,7220000 
2019-07-03,성남,MF4-874,일반마스크,8,6000 ,48000 
2019-04-25,성남,MF9-550,POWER SUPPLY,11,60000 ,660000 
2019-06-23,성남,MF2-953,기체질소,14,6800 ,95200 
2019-12-02,성남,MF9-349,ONE-TOUCH FITTING,36,59000 ,2124000 
2019-08-30,성남,MF8-698,BUTTOM DIE,4,42000 ,168000 
2019-03-05,성남,MF1-597,안전장비B,28,25000 ,700000 
2019-09-07,성남,MF9-108,일반사무용품류,12,2100 ,25200 
2019-01-03,성남,MF8-073,LIMIT SWITCH,34,74000 ,2516000 
2019-04-21,성남,MF4-202,액체알곤,21,9000 ,189000 
2019-08-10,성남,MF1-791,실리콘,1,150000 ,150000 
2019-05-21,성남,MF2-258,GAUGE,28,15000 ,420000 
2019-05-01,성남,MF9-564,기체질소,18,6800 ,122400 
2019-02-26,성남,MF7-271,LM BEARING,35,24000 ,840000 
2019-12-14,성남,MF6-630,용접장갑,43,38000 ,1634000 
2019-06-07,성남,MF3-031,등산마스크,36,4000 ,144000 
2019-01-21,성남,MF1-566,화장지,45,4700 ,211500 
2019-07-25,성남,MF8-014,FLEXIBLE(전선관),39,57000 ,2223000 
2019-10-16,성남,MF7-665,GUIDE POST,13,340000 ,4420000 
2019-06-04,성남,MF5-299,ONE-TOUCH FITTING,37,59000 ,2183000 
2019-08-07,성남,MF2-887,ONE-TOUCH FITTING,21,59000 ,1239000 
2019-01-02,성남,MF9-695,안전장비B,11,25000 ,275000 
2019-05-02,성남,MF3-522,면장갑,10,800 ,8000 
2019-02-28,성남,MF1-852,비닐,20,15500 ,310000 
2019-04-22,성남,MF5-096,안전장비D,39,21000 ,819000 
2019-04-01,성남,MF5-649,AIR MODULAR UNIT,34,78000 ,2652000 
2019-08-18,성남,MF9-022,FLEXIBLE(전선관),4,57000 ,228000 
2019-03-13,성남,MF9-695,LIGHING LAMP,40,33000 ,1320000 
2019-12-27,성남,MF2-946,안전장비B,22,25000 ,550000 
2019-11-26,성남,MF4-227,LIFTER PIN SET,42,180000 ,7560000 
2019-09-21,성남,MF3-823,실리콘,23,150000 ,3450000 
2019-05-23,성남,MF8-212,작업복B,49,33000 ,1617000 
2019-08-13,성남,MF7-790,FUSE,23,2000 ,46000 
2019-07-09,성남,MF7-134,ANGLE,36,32000 ,1152000 
2019-02-17,성남,MF8-706,작업복B,33,33000 ,1089000 
2019-03-28,성남,MF3-977,PIPE PACKING PARTS,11,2300000 ,25300000 
2019-11-07,성남,MF4-047,가공유,6,500000 ,3000000 
2019-09-10,성남,MF3-939,면장갑,41,800 ,32800 
2019-11-23,성남,MF4-587,구리스,11,330000 ,3630000 
2019-02-12,성남,MF5-113,C2H2(아세틸렌),17,14000 ,238000 
2019-12-03,성남,MF5-885,커터기,23,7000 ,161000 
2019-06-27,성남,MF3-178,AIR CYLIDER 부품,35,45000 ,1575000 
2019-06-29,성남,MF2-906,PLUG,21,3000 ,63000 
2019-06-10,성남,MF5-213,불화카리,40,83000 ,3320000 
2019-03-08,성남,MF3-472,작업복A,16,45000 ,720000 
2019-04-15,성남,MF1-441,GAUGE,42,15000 ,630000 
2019-10-15,성남,MF4-024,END MILL,37,170000 ,6290000 
2019-06-26,성남,MF4-046,백관,21,56000 ,1176000 
2019-08-10,성남,MF1-720,DRAWING OIL,5,67000 ,335000 
2019-03-06,성남,MF5-254,구리스,21,330000 ,6930000 
2019-05-23,성남,MF1-743,BEARING,11,75000 ,825000 
2019-06-28,성남,MF4-250,종이컵,49,6000 ,294000 
2019-10-13,성남,MF4-842,탄화수소세척액,14,33000 ,462000 
2019-05-25,성남,MF4-881,Pipe,27,530000 ,14310000 
2019-11-24,성남,MF3-376,기체질소,41,6800 ,278800 
2019-07-10,성남,MF8-087,붓,41,3000 ,123000 
2019-04-29,성남,MF4-092,PUSH BUTTON S/W,27,15000 ,405000 
2019-12-17,성남,MF7-296,작업복B,13,33000 ,429000 
2019-07-21,성남,MF7-263,POWER SUPPLY,15,60000 ,900000 
2019-10-14,성남,MF2-838,방진마스크,16,7000 ,112000 
2019-09-23,성남,MF3-234,소모품,39,2200 ,85800 
2019-02-23,성남,MF6-067,PHOTO SENSOR,13,600000 ,7800000 
2019-11-26,성남,MF1-621,BALL RETAINERS,45,34000 ,1530000 
2019-09-18,성남,MF6-636,GUIDE POST,45,340000 ,15300000 
2019-03-12,성남,MF3-353,AIR MODULAR UNIT,21,78000 ,1638000 
2019-01-09,성남,MF5-927,액체알곤,9,9000 ,81000 
2019-03-24,성남,MF7-430,붓,28,3000 ,84000 
2019-08-11,성남,MF1-192,PLUG,50,3000 ,150000 
2019-09-19,성남,MF9-163,BUTTOM DIE,33,42000 ,1386000 
2019-11-06,성남,MF3-622,파일/바인더류,24,2500 ,60000 
2019-07-04,성남,MF3-433,LOCATION PIN,28,790000 ,22120000 
2019-03-11,성남,MF5-000,MICRO METER,45,120000 ,5400000 
2019-01-29,성남,MF4-772,MOLD SPRING,42,30000 ,1260000 
2019-02-06,성남,MF5-890,GRIND STONE,22,240000 ,5280000 
2019-09-03,성남,MF8-418,공업용장갑,27,6500 ,175500 
2019-06-04,성남,MF6-506,드라이바,38,8000 ,304000 
2019-05-14,성남,MF3-136,드라이바,23,8000 ,184000 
2019-05-25,성남,MF4-528,S45C(판재),16,200000 ,3200000 
2019-08-14,성남,MF8-676,일반사무용품류,49,2100 ,102900 
2019-03-28,성남,MF6-610,와샤,11,60000 ,660000 
2019-12-20,성남,MF1-981,INSERT TIP,27,30000 ,810000 
2019-04-04,성남,MF2-485,청소용구A,23,13000 ,299000 
2019-02-04,성남,MF5-727,작업용장갑,40,4000 ,160000 
2019-07-13,성남,MF2-630,HYDRAULIC HOSE,45,27000 ,1215000 
2019-12-16,성남,MF2-153,안전장비A,17,76800 ,1305600 
2019-09-03,성남,MF4-397,RECEPTACLE,30,10000 ,300000 
2019-07-13,성남,MF8-450,용접장갑,23,38000 ,874000 
2019-09-26,성남,MF5-512,LPG가스,21,210000 ,4410000 
2019-12-30,성남,MF6-648,LM BEARING,11,24000 ,264000 
2019-08-22,성남,MF2-290,안전장비D,40,21000 ,840000 
2019-07-04,성남,MF5-012,인쇄물,1,4700 ,4700 
2019-05-11,성남,MF5-799,작업복B,30,33000 ,990000 
2019-11-16,성남,MF7-876,안전장비B,8,25000 ,200000 
2019-04-30,성남,MF2-767,BOLT,27,3000 ,81000 
2019-06-28,성남,MF6-400,PAINT,7,77000 ,539000 
2019-03-29,성남,MF1-951,작업복A,17,45000 ,765000 
2019-02-12,성남,MF6-870,파일/바인더류,28,2500 ,70000 
