별점(평점),리뷰내용,작성일자,공감횟수,비공감횟수
10,이게재미가없다고? ㅋㅋㅋㅋ,2019.02.03 03:24,16,5
10,마지막에 공명이 너무 웃겼음. 액션도 볼만 하고 재밌었어요,2019.01.28 19:48,16,5
10,코미다영화인데 아쿠아맨보다 개연성있다,2019.01.26 05:10,16,5
10,혼자 보고 왔는데 실컷 웃었어욬ㅋㅋㅋㅋ 억지 전개 전혀없이 자연스럽게 재밌었고 연기 몰입도도 최고임니당ㅠㅠ,2019.01.26 01:03,16,5
10,이거 800만 안넘으면 이상한거야 ㅎㅎ 아웃겨라 요새 이렇게 깔끔한 영화가 없었는데 보고나서 개운하고 깔끔했다,2019.01.25 02:21,16,5
10,모든장면 모든인물이 코미디,2019.01.25 01:33,16,5
10,레알 개꿀잼!!!! 인생영화닼ㄲㅋㄲㅋ,2019.01.24 00:51,16,5
10,아니 이영화 뭐야 ㅋ이것은 갈비인가치킨인가,2019.01.25 01:45,17,6
10,와이푸랑 웃다가 시간 다보냄,2019.01.23 21:19,18,7
10,진짜 감독님 천재이신듯,2019.01.23 21:56,20,9
10,영화 재밌게 잘 봤습니다.감사합니다.,2020.10.04 11:42,21,10
10,넘 웃겨요 ㅋㅋ극장 안에 사람들 다 빵빵 터졌어요ㅋㅋㅋ 공명 제일 웃겼어요,2019.01.25 14:12,21,10
10,유치한데 재밌음ㅎㅎㅎ,2019.01.24 01:03,22,11
10,공명 진짜 제일 웃겼음ㅋㅋ,2019.01.26 01:37,25,14
10,진짜 재밌습니다. 보장합니다. 쉴틈없이 웃었습니다. 배우들 연기 너무좋고요 대사도 너무 좋습니다. 진짜 말그대로 미쳤어요. 저 알바아닙니다 갓 성인된 학생입니다. 진짜 제발 봐주세요. 처음으로 평점써요.제발 보세요....,2019.01.24 21:50,25,14
10,보는 내내 웃으면서 봤어욘,2019.07.06 23:31,10,0
10,공명 연기 최고임 진짜 너무 웃기고 캐릭터가 찰떡이였음,2019.02.07 12:41,11,1
10,재밋었어요 공명의 재발견이었습니다,2019.02.06 21:09,11,1
10,안아파~~~~ ㅎㅎㅎ,2019.02.06 20:03,11,1
10,한순간도 지루하지 않고 재밌었고 배우들 연기가 멋쪘음,2019.07.18 16:46,12,2
10,계속 웃었어요ㅋㅋ넘재밌어요♡,2019.07.25 20:10,13,3
10,....짜잔하고싶은것같아요최대한많이,2019.07.24 05:15,13,3
10,말이 필요없다. 그냥 보는내내 웃기다. 천만돌파 가즈아!!,2019.02.01 02:34,13,3
10,"""안아파_ 헤~~""...""지금가지 이런맛은 없었다!! 이것은 갈비인가.. 통닭인가... 네~ 수원 왕갈비 통닭입니다~ "" ㅋㅋ 44년동안 이렇게 웃어본적이 있었나?? 싶다.. 최고 최에고...",2019.01.31 11:08,13,3
10,맞는 시간없어서 어쩔수없이 봤는데 완전웃김,2019.01.24 17:26,13,3
10,다른 영화 보러 갔다가 시간 안맞아서 우연히 개봉일인 어제 별생각없이 봤는데 계속 웃고 나왔네요 추천!,2019.01.24 06:35,13,3
10,너무재밌다!!!kdkdjsks,2019.01.23 20:16,13,3
10,영화관에서 이렇게 까지 웃은 적 처음입니다. 너무 재밌어요 훌쩍,2019.01.23 19:59,13,3
10,꿀잼 보장영화ㅋㅋㅋㅋ,2019.07.26 16:47,14,4
10,대대ㅐ대대ㅋ대대ㅋ대대박,2019.07.26 10:15,14,4
10,재밋다ㅋ랻8ㅗ대다대더,2019.01.23 21:20,14,4
10,오늘 아침 조조영화보고왓는데 진짜 개웃엇습니다.개꿀잼 ㅋㅋ,2019.01.23 21:18,14,4
10,신선한재미좋아써염^-^,2019.08.08 19:15,17,7
10,지금 까지 이런 코미디는 없었다~!!천만관객 인가?대박 흥행인가~!!,2019.01.23 21:17,17,7
10,꿀잼 영화보면서 빵터졌다가 영화보고 집가면서 다시생각나서 한번더 빵터졌네요ㅋㅋㅋ,2019.01.25 01:32,18,8
10,사람들이극찬하는만큼은 몰랃?ㄷ 확실히 재밌어요,2019.07.15 15:23,10,1
10,되게 재밋개 봣습니다^^,2019.07.24 19:11,11,2
10,재밌게봄~~~~##,2019.07.22 09:41,11,2
10,지금까지 이런치킨은 없었다.국민유행어~,2019.07.22 00:23,11,2
10,재밌었어요. 정신없었어요.,2019.07.15 19:29,11,2
10,정말 재밌게 봤던 영화에요,2019.07.26 17:24,12,3
10,가족들과 너무 재밌게 봤어요,2019.09.08 02:20,13,4
10,존잼존잼존잼존잼존잼,2019.07.27 20:17,13,4
10,배꼽빠지게 재밌게 보고 왔어요. 기회되면 볼 수 있기를..,2019.07.27 18:22,13,4
10,이런 코미디는 그동안 없었다.,2019.07.27 12:15,13,4
10,오랜만에.정말.실컷 웃었네요,2019.07.24 09:23,13,4
10,너무 재미있게 봤어요♡,2019.08.02 11:07,14,5
10,잼난영화이네용 또봥야지,2019.08.03 15:44,17,8
10,재밌었어요 2탄도 나와라,2019.07.07 08:26,8,0
10,쓸데 없이 진지한 장면없고 신파 없이 이렇게 재밌넼ㅋㅋㅋ,2019.07.21 22:25,9,1
10,정말 완전 재밌습니다.,2019.01.31 16:07,9,1
10,정말 재미있게보고 왔어요 ㅎㅎ 오랜만에 애들 없이 영화관에서.. ㅋㅋㅋ,2019.07.21 16:27,10,2
10,너무넘흐느므느무나 잼있어요,2019.07.21 09:17,10,2
10,지루할틈없이 계속웃겼당!,2019.07.20 20:13,10,2
10,말이필요없응 ㅋㅋㅋㅋ너무재밌어요ㅋ,2019.07.20 12:15,10,2
10,재미있고 웃기고 신나는 영화네요,2019.07.20 11:35,10,2
10,쵝오!!!최에고!!!최고오!!!생각없이 봤다!!,2019.07.20 10:13,10,2
10,너무너무너무 재미있었어요 화이팅입니다,2019.07.20 09:52,10,2
10,지금까지 이런영화는 없었다 ㅎㅎ,2019.07.16 07:49,10,2
10,첨부터 끝까지 계속 웃으면서 봤어요,2019.01.31 22:49,10,2
10,레전드 영화다 ㄷㄷ 실화임..,2019.07.19 16:29,11,3
10,초반에는 뭐지 했다가 점점 갈수록 배꼽잡고 웃은 영화 덕분에 정말 재밌었습니다~,2019.07.19 13:05,11,3
10,재밌고  웃긴영화보구싶음 강추~~~간만에 넘 웃었네여^^,2019.07.19 08:53,11,3
10,진짜 보는 내내 웃었어요 기대이상이고 꿀잼입니다,2019.01.24 21:01,11,3
10,ㅋㅋㅋㅋ웃긴장면 예고편에 다나온지 알았는데 더재미쓤ㅋㅋ스토리보다 대사하나하나가 웃겨서 재밌는영화,2019.01.23 21:46,12,4
10,)꼭 보세요! 배꼽 빠지는줄,2019.01.23 21:10,12,4
10,정말 정말 재미있어요최근들어 최고입니다스토리도 케스팅도 딱딱!! 맞아떨어져요,2019.01.23 21:09,12,4
10,그냥 웃으며 편하게 아무 생각없이 몰입가능..  재밌어요..,2019.08.01 11:21,14,6
10,완전대박 겁나즐거웠어요,2019.08.03 08:28,15,7
10,최고최고최고최고최고,2019.08.02 22:34,15,7
10,극한 직업 이네요 .. 모든 노동자들 화이팅,2019.08.18 16:21,17,9
10,말해 무엇 3번이나 봤어여,2019.08.06 16:52,18,10
10,두시간 내내 웃다 끝났네요,2019.07.07 16:19,7,0
10,우울한 기분을 한방에 날려 줄 재밌고 통쾌한 영화~~~오랜만에 넘 재밌는 한국 영화를 봐서 기분이 좋았다~~,2019.07.07 12:40,7,0
10,웃기고 재미있어요 가족과함께  즐겁게 관람했어요,2019.07.07 12:26,7,0
10,생긱없이봣는데 최고엿어요,2019.07.07 10:33,7,0
10,연기도 좋고 통쾌합니다 욕이 좀 많음,2019.07.06 11:56,7,0
10,재미있었당 ㅌ조보구싶다,2019.07.06 05:38,7,0
10,보는 내내 빵터져서팝콘덜먹고나왔다이것은 영화인가코미디빅리그인가,2019.07.06 00:45,7,0
10,오랜만에  즐겁게웃으면서 볼수있는영화였어요!한순간도지루하지않았네요!,2019.07.06 00:07,7,0
10,간만에 배꼽잡고 웃었어요 ㅋㅋㅋㅋ,2019.07.05 22:57,7,0
10,기대안하고 봤다가 배꼽잡았네...,2019.07.05 22:27,7,0
10,재밋게봤어요~이하늬의 연기를 새롭게 본것같습니다,2019.07.04 15:08,7,0
10,어어엄청 웃다가 집에갑니다,2019.07.04 15:06,7,0
10,오지게재밋어서감동먹엇슴다,2019.07.03 19:13,7,0
10,너무재미있어요ㅠㅠㅠ,2019.07.21 17:30,8,1
10,오세봉 너무 가엽게.나옴 ㅋㅋㅋㅋ2 찍어줘요,2019.07.16 13:09,8,1
10,증믈 재미있었습니다. 흥미진진 너무 재미있었어요,2019.07.12 11:23,8,1
10,잼있습니다 최고입니다,2019.07.10 15:16,8,1
10,"일단 제가혼자서, 그것도 안끊기고 영화를 봤다는것 자체가 10점 드릴만합니다 ㅋㅋ 지겨워서 영화 혼자 못보는데 이건 재밌었어요 잔인한거잘못보는데 액션신도 많지않아서 좋았어요 이하늬 넘 이쁘구용 ㅋㅋ저는넘웃겼어요어제사...",2019.09.25 14:14,9,2
10,개성 확실한 영화!^^,2019.08.02 23:58,10,3
10,,2019.07.18 17:08,10,3
10,너무웃겼어요ㅎㅎㅎ!,2019.09.07 14:39,11,4
10,너무 재미있게 잘 봤습니낭~~^^,2019.07.28 15:52,12,5
10,임신중에봤는데.ㅎ스트레스쫙풀고왔어요,2019.07.28 13:04,12,5
10,너무너무 재미있었습니다 ㅎㅎ,2019.07.27 21:06,12,5
10,존잼.. 진짜 ㅋㅋㅋㅋ,2019.07.26 10:10,12,5
10,웃다가 울다 한  영화라고  생각이 듬,2019.07.25 15:19,12,5
10,코미디같지만 영화적인 요소를 놓지지 않은준족이죠,2019.07.25 14:15,12,5
10,완저 빠뎌들었다넘잼 졸잼 꾸르잼~~!!두번 보세요!!,2019.07.24 22:45,12,5
10,너무너무 재미있었어요즐거운시간보냈습니다,2019.08.03 10:39,13,6
10,웃겨요  재미있게 봤어요~~^^,2019.08.03 06:47,13,6
10,말이필요없는 잼난영화!!^^,2019.08.02 12:59,13,6
10,굿 꿀 잼 ㅋㅋㅋ 어케 이렇게웃긴지 ㅋ오랜만에 빵터졌네요,2019.08.02 12:29,13,6
10,배우들 믿고 봤어용 유치할수도있지만 넘 잼넘,2019.08.01 20:59,13,6
10,봐줄건 얼굴밖에 없는데!!!! 빵터짐,2019.07.28 15:58,13,6
10,너무 너무 재미있게 잘 봤네요~  대박작품,2019.08.01 10:25,14,7
10,첫 평가남김. 한국 코미디영화를 보며 2시간 내내 웃었던거 처음임,2019.01.24 08:53,15,8
10,정말 재밌게 봤습니다 한번 더 보고싶네요,2020.01.24 15:10,23,16
10,재밌고 새로운 영화였어요~,2019.07.07 04:55,6,0
10,오랜만에 재미있게 잘 봤어요.,2019.07.06 23:56,6,0
10,계속 웃었던 유쾌한 영화!!!,2019.07.06 23:32,6,0
10,기대안하고 봐섲그런가 생각보다 너무 재밌게 봤어요명절날 집에서 가족끼리 다시 볼라구요 ㅋ,2019.07.06 13:00,6,0
10,경찰도 서민이다 그렇게 치킨 한마리 튀기는게 힘들고 고될줄 진심 존경한다,2019.07.06 12:48,6,0
10,5명이 투닥거리는데 버리는캐릭이 하나도 없어ㅋㅋ심지어 조무래기도 웃김 진짜 마지막까지 모든캐릭터가 한번씩 다웃긴거같은데 보길잘했네ㅋㅋ예고편보고 웃기면 보러가는거추천,2019.01.31 06:30,6,0
10,두번봐도 웃기긴허다 ㅋㅋ,2019.07.15 19:41,7,1
10,진짜 너무재미있었습니다~~~,2019.07.11 01:33,7,1
10,배꼽빠지게 웃으면 본것같아요.재밌습니다,2019.07.10 11:12,7,1
10,완전재밌음 연기에 구멍이없네,2019.02.06 20:57,7,1
10,진짜 처음부터 끝까지 웃음뿐이에요너무 재밌어요 류승룡부터 공명까지 진짜 박수치고갑니다,2019.02.03 12:00,7,1
10,댓글 처음 남겨요. 진짜 생각없이 웃고 싶은 분들은 꼭보세요!!,2019.01.31 20:19,7,1
10,너무 재밌어요 추천합니다~,2019.01.31 20:11,7,1
10,천만가자~!!! 진짜 개꿀잼~!!!,2019.01.31 02:28,7,1
10,지금까지 본 영화 중 가장 맘에 든 영화. 정말 처음부터 끝까지 웃기고 액션씬 기대안했는데 기대이상이였고 이동휘님 액션씬에서 반했다....,2019.01.29 20:34,7,1
10,좌편향적인 영화의 홍수속에 지쳐있던 마음의 정화.,2019.01.29 18:52,7,1
10,대박 ㅎㅎ간만에 시원하게 웃으며 본 영화ㅎ,2019.01.28 20:13,7,1
10,요근래 영화 중에 코미디로 역대급인듯,2019.01.27 18:05,7,1
10,웃음 연속폭발최고 진짜 추천,2019.01.27 17:07,7,1
10,요새들어 제일빵빵터지게 잘봤습니당ㅋㅋ,2019.01.27 17:07,7,1
10,수원 왕갈비 통닭 먹어보고 싶다 ㅋㅋ,2019.01.26 21:29,7,1
10,지금까지 이런맛은 없었다 이것은 갈비인가 통닭인가 수원왕갈비통닭입니다,2019.01.26 21:14,7,1
10,강추!!!진짜재미있게봤어요캐릭터도다살아있고배우들연기도좋았습니다영화값이아깝지안고웃으면서내내봤던영화였습니다,2019.07.11 23:16,8,2
10,가볍게 웃고 즐길 수 있는 영화!,2019.02.06 20:42,8,2
10,공명은 나올 때마다 웃기다,2019.02.05 12:01,8,2
10,아 진짜 웃다가 나왔습니다 ㅋㅋㅋ최고다 진짜,2019.01.31 22:33,8,2
10,완벽한타인처럼 웃다 나왓어요.연기력들이 워낙 뛰어나신분들이라 잘받습니다.뒷자리 아쩌씨의 웃음소리에 더 웃겻던.ㅋㅋㅋ수원왕갈비치킨 짱,2019.01.28 06:10,8,2
10,ㅆㅗㅏ....쏴...,2019.01.27 17:18,8,2
10,류승룡 회식하러 따라가는장면에서 사이다 뿜음,2019.01.27 00:30,8,2
10,아..마지막10분전까진 드문드문 피식거리다가 마지막 10분동안 배꼽잡고 울면서 봄..,2019.01.26 01:27,8,2
10,오랜만에  유쾌상쾌통쾌.너무 재밌었어요,2019.01.25 14:28,8,2
10,웃기기 위해서 만든 영화라더니 정말 코미디에만 집중하면서도 너무 과장된 코미디가 아니어서 좋았어용배우분들의 연기도 너무 개성있었고 새로운 매력을 볼 수 있던거 같아요 진쨔 웃김.. 꼭 보세용,2019.01.25 02:41,8,2
10,오랜만에 편하게 한참 웃으면서 본 영화였음,2019.01.25 01:18,8,2
10,개웃기다ㅋㅋ2시간내내웃었다,2019.01.24 01:32,8,2
10,20평생 한번도 영화 별점을 눌러본적이 없었다. 10점을 누르게 한 첫번째 영화다.시작부터 끝까지 웃다가 끝난 영화다. 정말 후회하지 않을 겁니다. 꼭꼭 보세요!,2019.01.24 00:39,8,2
10,ㄱㄱ ㅜ         잼 입니다!!!  ㄹ,2019.08.30 03:31,9,3
10,오랜만에 웃긴 한국영화  인정,2019.08.29 23:14,9,3
10,액션신도 좋고 재미도있고 오랜만에 진짜 실컷 웃어본거같아요.,2019.08.06 14:36,9,3
10,굿 정말웃기고 잼써유굿굿,2019.07.21 20:30,9,3
10,한국영화 보면서 이렇게 웃었던적 처음인거 같아요,2019.07.19 14:45,9,3
10,웃고 계속 웃다보니 영화 끝남,2019.07.18 12:53,9,3
10,웃고 또 웃고 계속 웃고 보는 영화예요~^^,2019.07.17 23:51,9,3
10,간만에본 한국영화 신났다 재미났다,2019.07.17 18:51,9,3
10,"그냥 별 생각없이 웃으면서 볼수있는 영화, 아웃겨",2019.07.17 01:32,9,3
10,한참을 웃었어요! 탄탄한 연기력 최고입니다.,2019.07.14 12:51,9,3
10,가족영화 최최고의 영화♡,2019.07.14 08:50,9,3
10,그야말로 꿀잼있게 봤습니다. 너무 멋진 영화입니다.,2019.07.14 00:18,9,3
10,아 너무 재미있어서 또 볼꺼에용,2019.02.01 16:20,9,3
10,"쓸데없이 작품성 ,메시지 이딴거 빼버리고 명절연휴용 가족코미디에 제대로 집중한 영화..추석때 나온 망작들도 이런식으로 나왔어야 했다",2019.02.01 14:48,9,3
10,한국 영화중에서 제일 웃겼음 ㅋㅋㅋㅋ 웃고 싶으신분들 무조건 보세요 ㅋㅋ,2019.01.31 22:43,9,3
10,재밌게 잘 봤어요! 빵빵 터지네용,2019.01.31 22:34,9,3
10,5명의 캐릭터가 하나같이 사랑스러움 ㅋㅋ 사건하나 만들어서 시즌 2찍어도 잼있을 듯,2019.01.31 22:33,9,3
10,지금까지 이런 코메디는 없었다 이게 영화인가 개그프로인가... ㄹㅇ 개콘보다 몇배는 웃김 영화보는내내 너무 웃으면서봤음ㅋㅋ,2019.01.31 22:30,9,3
10,공부하다 받은 스트레스 다 풀었네요 최고!,2019.01.31 21:47,9,3
10,그냥 계속 웃을 수 있었던 영화!한국영화의 억지 눈물 같은 건 없어서 좋았음다만 뼈 부러지는 소리가 아직도 징그럽..,2019.01.31 19:41,9,3
10,아 잼있어요. 오랫만에 웃다 나왔네요.,2019.01.24 19:05,9,3
10,ㅋㅋ진짜 너무 재밌고 통쾌하고 유쾌하고 호탕하고 짱짱!!! 남녀노소 다 좋아할만한 영화입니다,2019.01.24 18:55,9,3
10,충동적 영화 예매가 큰 일 했다완전 재미있었어요ㅠㅠ 오늘 한 짓 중에 젤 잘한 짓!,2019.01.24 00:22,9,3
10,진짜 재밌어 ㅠㅠ 진짜 재밌습니다 진짜로,2019.01.23 20:52,9,3
10,그냥 너무 재미있어서 별점 10점 주는 영화,2019.09.14 00:25,10,4
10,시실리 이후 이렇게 웃긴건 처음시실리도 능가한다확실히 감독이 똑똑하더라 웃으면서 설정과 연출에 감탄하게됨,2019.08.14 05:07,10,4
10,진짜 재밌어요 꿀잼 꿀잼ㅎㅎ,2019.08.03 15:49,10,4
10,이제서야 평을 드리네요. 10점!!!,2019.07.19 10:25,10,4
10,아무 생각 없이 볼 수 있는영화가 필요하다! 그게 이 영화다!,2019.07.18 22:53,10,4
10,나만 당할순없닼ㅋㅋㅋ,2019.02.12 02:38,10,4
10,처음부터 끝날때까지  재밌었음.,2019.01.24 20:40,10,4
10,뻔한 결말과 스토리인데 어쩜 이렇게 재밌을수가 있지.. 감탄했다,2019.08.15 08:58,11,5
10,유쾌하게 웃고 나온 영화입니다ㅡ마지막 싸움씬이 좀 길엇지만 만족합니다,2019.08.01 17:46,12,6
10,내가 살면서 영화를 본것중에 처음부터 끝까지 웃은건 이 영화가 처음. 2탄 나와야 할텐데.. 그정도임,2019.01.24 16:37,12,6
10,재미있고추천하고 지루하지않네요,2019.08.03 20:52,13,7
10,웃다가웃다가 한참웃었습니다ㅠㅠ 너무재밌어서 여전히 또보고그럽니다,2019.08.01 23:47,13,7
10,쪼꼬만쑤ㅖ꿰들아~ 뭘 깨래보내~,2019.08.03 19:19,14,8
10,모처럼 웃었다.재미가 짱,2019.08.23 15:27,22,16
10,개꿀잼이에요 ㅋㅋ 요즘에 본 영화중 제일 재밋었어요,2019.09.11 19:44,26,20
10,오늘 다시봤는데도 재밌네요,2019.07.07 01:35,5,0
10,"기존 '한국식 코미디 영화'의 고질적인 병폐였던 과도한 욕설과 가학, 화장실 개그 등의 문제가 해소됐다고 생각되고(영화 내에서 욕설이 안 나오진 않지만), 7번방의 기적처럼 상당히 거슬렸던 신파도 없는...",2019.07.05 20:53,5,0
10,완존 웃음 폭탄 대박힐링,2019.07.03 11:41,5,0
10,진짜 생각없이잘웃었스whe6,2019.07.02 18:08,5,0
10,여경은 저래야지. 무술 유단자 정도는 되어야 여경소리 듣지.,2019.03.06 01:58,5,0
10,"그 동안 무슨코미디 영화를 봤더라기억이안나, 진선규분의 뚜까패는장면과 공명의 기다려만 남을뿐....",2019.02.08 11:04,5,0
10,극한직업2 나왔으면 좋겠어요,2019.02.07 15:38,5,0
10,정말재밌어요~천만넘을줄알았음요~,2019.02.07 11:11,5,0
